RefSeq_accession_number,gene_symbol,gene_name,AO_A12D,C8_A131,BH_A18Q,C8_A130,C8_A138,E2_A154,C8_A12L,A2_A0EX,A7_A0CE,AN_A04A
NP_055720,GLS,"glutaminase kidney isoform, mitochondrial isoform 1 precursor",-1,-1,3,-1,2,-0.27,2.94,-0.15,-0.99,-0.21
NP_071387,PCIF1,phosphorylated CTD-interacting factor 1,-1,0,0,0,0,-0.56,0.21,0.08,-0.99,-0.23
NP_036218,GTF3C3,general transcription factor 3C polypeptide 3 isoform 1,-1,0,0,0,1,-0.37,0.4,-0.59,-0.99,1.29
NP_001074012,C19ORF29,cactin,-1,0,0,1,-1,-0.17,1.66,0.2,-0.99,-0.25
NP_071739,C17ORF75,protein Njmu-R1,-1,-1,-1,0,1,1.76,0.68,0.3,-0.99,0.47
NP_055819,EXOSC7,exosome complex component RRP42,-1,0,0,0,0,0.29,-0.25,0.36,-0.99,-0.9
NP_066932,NA,thymosin beta-4,-1,3,0,0,0,-0.74,-1.23,1.02,-0.99,1.01
NP_001012772,NHLRC3,NHL repeat-containing protein 3 isoform a precursor,-2,0,0,-1,0,1.62,-0.04,0.68,-0.99,0.82
NP_002350,MAFG,transcription factor MafG,1,0,1,0,-2,-0.41,1.08,0.02,-0.99,-0.29
NP_659430,TET3,methylcytosine dioxygenase TET3,0,0,-6,1,-1,-4.03,-1.73,0.42,-0.99,-2.33
NP_113669,SLC25A18,mitochondrial glutamate carrier 2,-1,0,-1,-2,0,-1.71,-0.85,-1.96,-0.99,0.89
NP_009152,NA,polyamine-modulated factor 1 isoform 2,-1,0,0,1,0,0.3,-0.99,-0.8,-0.99,-2.23
NP_001186583,NA,polyamine-modulated factor 1 isoform 1,-1,0,0,0,0,0.19,-1.01,-1.19,-0.99,-2.19
NP_002380,CD46,membrane cofactor protein isoform 1 precursor,0,0,-1,-3,0,-1.07,-0.3,-3.19,-0.99,1.01
NP_758860,CD46,membrane cofactor protein isoform 14 precursor,0,0,-1,-3,-1,-0.73,0.27,-1.59,-0.99,1.01
NP_076955,DDA1,DET1- and DDB1-associated protein 1,0,0,-2,2,0,-1.44,-0.67,0.66,-0.99,0.58
NP_612431,NA,probable inactive tRNA-specific adenosine deaminase-like protein 3,0,3,0,1,0,-3.01,-0.99,1.21,-0.99,0.53
NP_079221,RMI1,recQ-mediated genome instability protein 1,0,0,0,-1,0,-0.17,-0.99,-1.16,-0.99,-0.3
NP_004300,ARHGDIA,rho GDP-dissociation inhibitor 1 isoform a,-1,-1,0,-1,-1,-0.39,-1.15,0.26,-0.99,-0.29
NP_001009939,NA,septin-5 isoform 2,0,0,0,1,-1,1.36,-1.14,1.6,-0.99,0.29
NP_002077,GRB2,growth factor receptor-bound protein 2 isoform 1,-1,0,0,0,-2,-0.68,-0.22,-0.76,-0.99,-2.33
NP_066973,GRIP1,glutamate receptor-interacting protein 1 isoform 1,1,1,-1,-1,1,-0.77,-0.04,0.51,-0.99,-0.92
NP_076962,NUP37,nucleoporin Nup37,0,-1,1,0,0,0.46,-0.08,-0.42,-0.99,0.04
NP_001025030,KCTD21,BTB/POZ domain-containing protein KCTD21,-1,-1,0,1,-1,2.7,-1.09,1.36,-0.99,-0.8
NP_003454,PTP4A1,protein tyrosine phosphatase type IVA 1,0,0,0,0,-1,1.01,-0.67,1.01,-0.99,1.54
NP_004684,KRT75,"keratin, type II cytoskeletal 75",-2,1,1,-2,2,-3.99,3.39,0.78,-1,3.31
NP_056069,KIF13B,kinesin-like protein KIF13B,-1,-1,-1,-2,-1,1.85,-2.13,2.19,-1,-1.26
NP_036192,DNM1L,dynamin-1-like protein isoform 1,-1,-1,1,1,0,0.11,0.78,-0.74,-1,-1.02
NP_061942,WDR5B,WD repeat-containing protein 5B,-1,-2,1,0,0,1.29,1.32,1.53,-1,1.35
NP_002786,PSMB3,proteasome subunit beta type-3,0,-1,0,0,0,1.31,-0.44,0.15,-1,-0.61
NP_116211,FAM136A,protein FAM136A,-1,-1,-2,1,-1,-0.23,0.03,-0.97,-1,-0.36
NP_071330,DEF6,differentially expressed in FDCP 6 homolog,0,1,1,0,0,-2.42,-1.33,-0.03,-1,-0.84
NP_004675,SPARCL1,SPARC-like protein 1 precursor,0,0,0,0,-1,-1.56,-1.8,2.3,-1,-0.89
NP_001070667,SFRS12,splicing regulatory glutamine/lysine-rich protein 1 isoform a,0,-1,0,1,0,0.1,-1.18,0.06,-1,0.04
NP_055383,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,0,0,-3,0,0,-1.19,-0.14,0.07,-1,1.1
NP_001245139,NA,tsukushin precursor,-1,0,-3,-1,-3,-0.42,-1.01,-2.05,-1,-2.46
NP_055464,SAFB2,scaffold attachment factor B2,-1,-1,-1,1,0,-1.61,-0.31,0.17,-1,0.18
NP_612409,NOM1,nucleolar MIF4G domain-containing protein 1,-1,-2,-2,1,-1,-4.89,-0.52,-1.22,-1,0.03
NP_055095,DNAJC8,dnaJ homolog subfamily C member 8,-1,0,0,1,0,-1.75,-1.5,0.42,-1,0.68
NP_056400,C20ORF26,uncharacterized protein C20orf26 isoform 1,-1,0,-2,2,0,-2.54,0.61,0.69,-1,-1.74
NP_055951,STAB1,stabilin-1 precursor,-1,2,1,0,-1,1.79,-1.58,-0.18,-1.01,-0.66
NP_001186913,NA,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial isoform 5",-1,0,0,-1,-1,0.66,0.11,-0.38,-1.01,0.24
NP_057366,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial isoform a",-1,0,1,-2,0,4.62,-2.16,0.44,-1.01,-0.2
NP_000992,RPL36AL,60S ribosomal protein L36a-like,-1,5,-3,2,0,-3.27,0.83,2.04,-1.01,1.27
NP_066357,NA,60S ribosomal protein L36a isoform a,0,4,-3,2,0,-3.54,1.1,2.19,-1.01,1.27
NP_000349,TGFBI,transforming growth factor-beta-induced protein ig-h3 precursor,-1,-1,1,0,2,1.5,-1.68,-3.29,-1.01,1.36
NP_003889,SYNJ2,synaptojanin-2 isoform 1,-1,0,0,1,1,-0.12,-1.04,-0.02,-1.01,0.25
NP_002616,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 isoform 1",0,-1,2,3,1,0.79,0.26,0.31,-1.01,0.15
NP_006843,TLK2,serine/threonine-protein kinase tousled-like 2 isoform A,-1,-1,0,1,1,-1.11,-0.62,-0.48,-1.01,2.16
NP_004822,MED26,mediator of RNA polymerase II transcription subunit 26,0,0,0,1,-1,-0.35,0.46,-0.06,-1.01,1.25
NP_006433,DRAP1,dr1-associated corepressor,-1,-2,0,1,1,-1.37,0.23,0.35,-1.01,-1.25
NP_067652,GPBP1L1,vasculin-like protein 1,1,0,0,1,-2,-1.2,-1.59,-2.08,-1.01,-3.69
NP_001026788,COX19,cytochrome c oxidase assembly protein COX19,-1,0,1,0,-1,0.08,0.14,0.46,-1.01,1.07
NP_001098677,NA,laminin subunit alpha-4 isoform 2 precursor,-1,1,0,0,-1,1.97,-0.78,-0.67,-1.01,-0.91
NP_036468,NARF,nuclear prelamin A recognition factor isoform a,-1,-1,0,0,0,-0.94,-0.83,-1.44,-1.01,0.27
NP_000925,SERPINF2,alpha-2-antiplasmin isoform a precursor,-1,0,0,1,-2,-0.89,-0.84,0.83,-1.01,-1.54
NP_689901,KHDRBS2,"KH domain-containing, RNA-binding, signal transduction-associated protein 2",-1,-1,1,1,0,-0.74,0.46,0.56,-1.01,2.14
NP_002907,RFC4,replication factor C subunit 4,-1,0,1,1,-1,0.05,0.41,-1.01,-1.01,-1.35
NP_987102,GRB2,growth factor receptor-bound protein 2 isoform 2,-1,0,0,-1,-2,-0.47,-0.22,-0.64,-1.01,-2.51
NP_006320,FBLN5,fibulin-5 precursor,0,0,-2,-1,-2,0.13,-2.47,3.88,-1.01,-0.56
NP_005819,DCAF7,DDB1- and CUL4-associated factor 7,-1,-1,-1,0,-1,-0.12,-0.56,-0.76,-1.01,1.15
NP_003121,SRI,sorcin isoform A,-1,-2,0,1,-1,1.82,-1.09,2.94,-1.01,-0.95
NP_037403,PCSK1N,proSAAS precursor,0,0,-4,2,0,0,0,0,-1.01,2.54
NP_005130,ANXA3,annexin A3,-1,5,-2,-4,-2,-2.63,5.64,-0.32,-1.02,-1.28
NP_056975,CDC40,pre-mRNA-processing factor 17,-1,-1,1,0,0,-0.39,-0.3,0.02,-1.02,-0.8
NP_001026890,GSTCD,glutathione S-transferase C-terminal domain-containing protein isoform 1,-1,1,-2,2,-1,-0.25,-1.69,1.99,-1.02,1.71
NP_009016,FSTL1,follistatin-related protein 1 precursor,0,1,-1,1,2,1.95,-0.99,2.01,-1.02,0.31
NP_000299,CTSA,lysosomal protective protein isoform a precursor,-1,2,0,0,0,0.15,-0.41,0.67,-1.02,0.23
NP_076998,C2ORF49,ashwin,-1,-1,0,0,0,-0.67,-0.36,-0.08,-1.02,2.06
NP_065162,SMURF1,E3 ubiquitin-protein ligase SMURF1 isoform 1,0,0,-6,0,0,-1.64,0.09,-0.51,-1.02,-1.36
NP_002957,S100A10,protein S100-A10,-1,0,-1,0,2,2.86,2.96,1.44,-1.02,-0.17
XP_003960229,NA,PREDICTED: DNA-directed RNA polymerase III subunit RPC7-like,0,-1,-2,0,0,-0.31,-1.45,-0.81,-1.02,1.37
NP_004805,SNRNP40,U5 small nuclear ribonucleoprotein 40 kDa protein,-1,0,0,1,0,0.25,-0.29,0,-1.02,0.59
NP_003462,KCNAB1,voltage-gated potassium channel subunit beta-1 isoform 2,-2,0,3,-1,1,-0.72,-0.99,-2.47,-1.02,0.68
NP_620156,GALM,aldose 1-epimerase,-1,0,2,-1,2,1.29,-0.16,0.45,-1.02,-1.64
NP_006053,SMYD5,SET and MYND domain-containing protein 5,0,0,1,1,-1,0.86,-0.52,-0.06,-1.02,0.46
NP_002561,PCSK6,proprotein convertase subtilisin/kexin type 6 isoform a preproprotein,0,0,-1,0,0,0.96,-3.96,-0.49,-1.02,4.41
NP_542164,OSBPL1A,oxysterol-binding protein-related protein 1 isoform 2,-1,0,1,0,3,-0.85,-0.38,0.03,-1.03,-2.74
NP_004432,EPHB1,ephrin type-B receptor 1 precursor,0,1,4,-1,-1,-1.65,0.64,0.23,-1.03,0.67
NP_998731,DFFA,DNA fragmentation factor subunit alpha isoform 2,0,-1,-1,1,-2,0.62,-1.15,1.4,-1.03,-1.04
NP_075567,UBE2Z,ubiquitin-conjugating enzyme E2 Z,-1,-1,-1,1,2,-0.38,-0.48,0.08,-1.03,0.43
NP_060376,PAK1IP1,p21-activated protein kinase-interacting protein 1,-1,-1,1,1,0,0.2,1.13,-0.35,-1.03,1.48
NP_005958,NAB2,NGFI-A-binding protein 2,-1,0,1,-1,-1,1.9,0.47,0.82,-1.03,0.79
NP_116181,ZBTB45,zinc finger and BTB domain-containing protein 45,0,0,1,0,-1,-0.92,-2.31,2.06,-1.03,2.08
NP_003917,MBD3,methyl-CpG-binding domain protein 3,-1,0,-1,2,-1,0.25,-1.63,0.38,-1.03,0.68
NP_057185,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog isoform 1,-1,-2,0,1,-1,0.31,1.92,-0.42,-1.03,-0.08
NP_005265,GNG5,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 precursor,0,0,-1,-1,3,-2.78,-0.7,-0.91,-1.03,-0.15
NP_003119,SPTBN1,"spectrin beta chain, non-erythrocytic 1 isoform 1",-1,0,0,-1,-2,0.93,-0.16,0.52,-1.03,-0.27
NP_476429,KRT3,"keratin, type II cytoskeletal 3",-4,-2,0,-1,2,-2.37,3.5,1.69,-1.03,1.27
NP_775487,KRT78,"keratin, type II cytoskeletal 78",-2,-2,-1,0,4,-5,2.88,1.95,-1.03,1.22
NP_787028,KRT79,"keratin, type II cytoskeletal 79",-3,1,1,-2,2,-3.68,4.08,1.17,-1.03,0.79
NP_056154,ADNP,activity-dependent neuroprotector homeobox protein,-1,-2,0,0,1,-0.74,-0.3,0.11,-1.03,0.53
NP_005142,USP14,ubiquitin carboxyl-terminal hydrolase 14 isoform a,-1,-1,-1,-1,0,-1.15,0,-1.72,-1.03,-1.5
NP_002148,HSPE1,"10 kDa heat shock protein, mitochondrial",-1,0,-1,0,0,-0.02,1.56,-1.07,-1.03,1.34
NP_079160,L2HGDH,"L-2-hydroxyglutarate dehydrogenase, mitochondrial precursor",-1,-1,-1,0,1,2.29,-1.69,-1.53,-1.03,-0.29
NP_001123500,CLK3,dual specificity protein kinase CLK3 isoform a,-1,0,0,1,0,-0.38,0.66,-0.35,-1.03,0.12
NP_612457,ACYP2,acylphosphatase-2,0,-1,0,3,-4,-0.67,0.45,-1.87,-1.03,-0.78
NP_061118,NOP10,H/ACA ribonucleoprotein complex subunit 3,0,-1,0,1,-1,0.52,-0.17,0.19,-1.03,1.64
NP_006275,TAF10,transcription initiation factor TFIID subunit 10,-1,1,0,1,0,-0.66,-0.56,0.29,-1.03,-1.19
NP_006625,VAMP5,vesicle-associated membrane protein 5,2,1,1,0,-1,-4.36,-0.86,2,-1.03,-4.2
NP_612378,BOD1,biorientation of chromosomes in cell division protein 1 isoform a,0,-1,0,0,1,0.43,-1.2,1.25,-1.03,0.54
NP_005106,MVP,major vault protein,-1,0,0,-1,3,0.91,2.18,1.31,-1.03,0.77
NP_002573,PARN,poly(A)-specific ribonuclease PARN isoform 1,-1,-1,0,1,1,0.55,0.2,-0.45,-1.03,0.48
NP_001154806,HIST2H2BF,histone H2B type 2-F isoform b,-1,-2,1,0,0,0.98,-0.38,0.28,-1.03,0.71
NP_066407,HIST1H2BD,histone H2B type 1-D,-1,-2,1,0,0,0.97,-0.36,0.28,-1.03,0.73
NP_542160,HIST1H2BK,histone H2B type 1-K,-1,-2,1,0,0,0.98,-0.38,0.28,-1.03,0.73
NP_734467,C11ORF31,selenoprotein H,-1,-3,-1,2,1,1.41,-1.52,0.19,-1.03,-0.81
NP_060182,PGPEP1,pyroglutamyl-peptidase 1,-3,-2,0,0,-3,2.04,-2.63,0.48,-1.03,0.04
NP_079512,NA,RING finger protein 39 isoform 1,3,1,-4,-3,0,0,0,0,-1.03,5.16
NP_001265665,NA,C-C motif chemokine 5 isoform 2 precursor,0,0,4,-1,1,-2.09,-1.63,-1.22,-1.03,-1.6
NP_001156896,MYEOV2,myeloma-overexpressed gene 2 protein isoform 2,-2,-2,-1,-1,-1,1.54,0,0,-1.03,1.3
NP_005757,FARP1,"FERM, RhoGEF and pleckstrin domain-containing protein 1 isoform 1",-1,1,1,0,1,2.64,-1.96,1.56,-1.04,1.43
NP_002582,PCK1,"phosphoenolpyruvate carboxykinase, cytosolic",-2,-2,-1,-1,0,2.67,-1.16,-3.87,-1.04,0.22
NP_055529,IFT140,intraflagellar transport protein 140 homolog,-1,-1,-1,-1,1,1.39,-1.37,0.79,-1.04,0.04
NP_002587,CDK18,cyclin-dependent kinase 18 isoform b,-1,1,1,-1,-1,0.23,1.08,-0.16,-1.04,-0.03
NP_003738,TNKS,tankyrase-1,0,1,-1,1,0,0.99,-2.69,-0.18,-1.04,1.3
NP_060113,MBTD1,MBT domain-containing protein 1,0,1,1,1,-1,0.32,-0.37,-0.35,-1.04,0.75
NP_001265557,NA,crooked neck-like protein 1 isoform d,-1,-1,0,1,0,-0.12,0.19,-0.78,-1.04,1.01
NP_067027,ENOPH1,enolase-phosphatase E1,-1,-1,-1,0,-1,0.5,-0.62,0.07,-1.04,-0.84
NP_079051,GEMIN6,gem-associated protein 6,-1,0,0,1,0,-0.74,-0.03,-0.2,-1.04,0.78
NP_002989,SDC2,syndecan-2 precursor,0,0,-6,1,2,-2.74,0,0,-1.04,1.94
NP_002493,NFKB2,nuclear factor NF-kappa-B p100 subunit isoform b,0,1,-1,-1,1,-0.91,-1.24,-0.02,-1.04,-1.01
NP_001070962,NFKB2,nuclear factor NF-kappa-B p100 subunit isoform a,0,1,-1,-1,1,-1.01,-1.32,-0.13,-1.04,-1.01
NP_000875,IMPDH2,inosine-5'-monophosphate dehydrogenase 2,-1,0,-2,0,0,1.47,-0.44,0.92,-1.04,0.13
NP_003878,ASAP2,"arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 isoform a",-1,-1,0,0,2,1.59,-0.44,-0.24,-1.04,0.89
NP_536858,PTPN6,tyrosine-protein phosphatase non-receptor type 6 isoform 2,-1,1,2,-1,-1,-0.81,-0.12,0.35,-1.04,-1.35
NP_002726,PRKAR1B,cAMP-dependent protein kinase type I-beta regulatory subunit,-3,1,1,1,-2,-0.31,2.61,0.31,-1.04,-1.95
NP_005960,NAP1L4,nucleosome assembly protein 1-like 4,-1,-1,-1,-1,0,1.12,-0.88,0.18,-1.04,-0.41
NP_003511,HIST1H2BN,histone H2B type 1-N,-1,-2,1,0,0,0.98,-0.36,0.3,-1.04,0.71
NP_003512,HIST1H2BM,histone H2B type 1-M,-1,-2,1,0,0,1,-0.36,0.31,-1.04,0.71
NP_003519,HIST2H2BE,histone H2B type 2-E,-1,-2,1,0,0,0.9,-0.36,0.43,-1.04,0.76
NP_001008396,C7ORF59,ragulator complex protein LAMTOR4,-1,1,0,0,-1,0.86,-1.54,1.58,-1.04,-0.38
NP_001484,GDI1,rab GDP dissociation inhibitor alpha,-1,-1,0,-1,0,0.63,-0.22,0.19,-1.05,1.61
NP_001120727,NLRP7,"NACHT, LRR and PYD domains-containing protein 7 isoform 3",1,-2,-1,5,-4,-2.15,2.94,-1.88,-1.05,-1.15
NP_001035536,MTMR12,myotubularin-related protein 12,-1,0,2,0,0,0.01,0.18,0,-1.05,-0.74
NP_057393,LCMT1,leucine carboxyl methyltransferase 1 isoform a,-1,0,0,2,0,1.1,-0.18,1.13,-1.05,-0.99
NP_060703,OGFOD1,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,-1,0,0,-1,-1,-0.57,1.88,-1.04,-1.05,1.41
NP_060616,RNMTL1,RNA methyltransferase-like protein 1,-1,-1,-1,1,0,-0.12,0.1,-0.96,-1.05,-0.27
NP_694880,EDF1,endothelial differentiation-related factor 1 isoform beta,0,0,-1,1,1,-1.64,-0.42,0.13,-1.05,1.78
NP_079106,LPCAT1,lysophosphatidylcholine acyltransferase 1,-1,0,-1,1,-4,1.48,0.22,1.36,-1.05,-0.98
NP_443182,WDFY2,WD repeat and FYVE domain-containing protein 2,0,1,0,1,0,0.74,-0.71,0.36,-1.05,0.13
NP_036580,STAT5B,signal transducer and activator of transcription 5B,-1,0,1,1,-1,0.93,-0.16,1.59,-1.05,-1.16
NP_003492,ACOX3,peroxisomal acyl-coenzyme A oxidase 3 isoform a,-1,1,-3,-1,1,-3.12,0.57,-0.84,-1.05,-1
NP_006215,PITPNA,phosphatidylinositol transfer protein alpha isoform,-1,1,1,0,1,2.2,-0.18,0.51,-1.05,0.47
NP_005318,NA,"hydroxyacyl-coenzyme A dehydrogenase, mitochondrial isoform 2 precursor",-2,-1,0,-1,-1,1.44,-0.81,-1.19,-1.05,-1.56
NP_006218,PLTP,phospholipid transfer protein isoform a precursor,-2,-2,-1,-1,3,0.72,-2.11,0.71,-1.05,0.72
NP_003647,CAMK1,calcium/calmodulin-dependent protein kinase type 1,-1,0,1,0,-1,2.1,-0.29,-0.17,-1.05,-0.41
NP_003788,EED,polycomb protein EED isoform a,-1,-1,1,1,1,-1.2,0.97,-1.18,-1.05,-0.18
NP_808818,ARMCX2,armadillo repeat-containing X-linked protein 2,-2,-1,-1,0,-2,-1.06,-2.07,0.88,-1.05,1.02
NP_115732,LSMD1,LSM domain-containing protein 1 precursor,-1,-3,0,1,1,0.52,-1.76,-0.03,-1.05,-0.83
NP_002092,GYPC,glycophorin-C isoform 1,0,0,0,0,0,-0.61,-1.05,-0.72,-1.05,-1.16
NP_001265393,NA,dynamin-1-like protein isoform 5,-1,-1,1,1,0,0.13,0.77,-0.76,-1.05,-1.14
NP_061176,DHTKD1,"probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",-1,2,-1,-2,2,0.98,3.8,-1.93,-1.05,-0.29
NP_938074,PRMT1,protein arginine N-methyltransferase 1 isoform 3,-1,0,0,0,0,-0.14,0.28,-0.41,-1.05,1.16
NP_001001669,FLJ41603,rho guanine nucleotide exchange factor 37,-1,0,-1,-1,1,0.62,-1.12,0.83,-1.05,-2.78
NP_003004,SFRP2,secreted frizzled-related protein 2 precursor,-1,-1,-2,2,3,0.05,-2.26,4.81,-1.05,0.46
NP_115744,LZIC,protein LZIC,0,0,-1,1,-1,0.61,-1.09,0.59,-1.05,-1.04
NP_001010883,FAM102B,protein FAM102B,-1,-1,-1,-1,-1,-1.06,-1.2,0.37,-1.05,1.27
NP_001265392,NA,dynamin-1-like protein isoform 4,-1,-1,1,1,0,0.11,0.78,-0.74,-1.06,-0.85
NP_064590,OTUD7B,OTU domain-containing protein 7B,-1,-1,-1,0,1,0.82,-0.19,-0.08,-1.06,0.1
NP_005990,TSNAX,translin-associated protein X,-1,-1,0,0,-1,0.82,-0.11,-0.15,-1.06,-1.17
NP_001035147,SPP1,osteopontin isoform OPN-a precursor,-2,-4,-5,-1,-3,-0.74,-1.53,-2.92,-1.06,0.71
NP_056330,KRT23,"keratin, type I cytoskeletal 23",-1,4,4,-2,-2,-2.46,-4.86,-1.99,-1.06,1.31
NP_002453,MX1,interferon-induced GTP-binding protein Mx1,-1,-4,1,4,-4,-1.79,-2.63,-4.98,-1.06,-2.69
NP_940882,NA,zinc finger protein 615 isoform 2,0,0,-3,1,-3,-0.61,-0.56,0.34,-1.06,-3.77
NP_778225,HIST3H2BB,histone H2B type 3-B,-1,-2,1,1,0,0.98,-0.33,0.44,-1.06,0.73
NP_006537,IGF2BP1,insulin-like growth factor 2 mRNA-binding protein 1 isoform 1,0,3,4,-1,0,0,-0.98,-1.75,-1.06,0.39
NP_003358,USF2,upstream stimulatory factor 2 isoform 1,0,0,0,1,-2,-0.17,-0.38,0.47,-1.06,-1.28
NP_073593,MEAF6,chromatin modification-related protein MEAF6 isoform 1,0,-1,0,0,0,0.51,-0.51,0.2,-1.06,0.19
NP_002132,HOXA4,homeobox protein Hox-A4,0,0,2,3,0,-0.37,-0.76,3.01,-1.06,0.66
NP_001094891,MYO1H,unconventional myosin-Ih,1,3,-1,1,0,-3.13,-0.5,-0.48,-1.07,-2.5
NP_000543,VWF,von Willebrand factor preproprotein,-1,2,0,0,-1,1.4,-0.5,0.59,-1.07,-1.2
NP_001171577,NA,zinc finger protein 185 isoform 1,-1,-2,-1,1,2,-1.05,3.29,0.53,-1.07,-1.07
NP_057491,C20ORF43,protein RTF2 homolog,-1,-1,1,0,2,-1.81,-0.54,-0.77,-1.07,1.24
NP_114068,NBR1,next to BRCA1 gene 1 protein,-1,0,-1,0,-1,-2.34,-0.2,-1.25,-1.07,0.12
NP_660304,DNAJC19,mitochondrial import inner membrane translocase subunit TIM14 isoform 1,-2,-2,-1,3,-1,0.02,-0.28,-1.9,-1.07,0.71
XP_001716463,NA,PREDICTED: uncharacterized protein LOC128322,-1,1,1,1,-1,1.79,1.49,1.26,-1.07,1.57
NP_001003810,HNRNPD,heterogeneous nuclear ribonucleoprotein D0 isoform d,-1,0,1,1,-1,-0.84,0.15,-0.21,-1.07,0.38
NP_004625,BRPF1,peregrin isoform 2,0,0,-1,1,0,-1.28,-0.28,-0.14,-1.07,-0.35
NP_000033,APOH,beta-2-glycoprotein 1 precursor,0,0,0,1,-2,0.71,0.66,0.46,-1.07,-2.44
NP_004690,FAM50A,protein FAM50A,-1,-1,-2,1,-1,-1.77,0.81,0.27,-1.07,0.82
NP_000207,KAL1,anosmin-1 precursor,0,-1,-6,0,0,-3.84,-0.37,-0.59,-1.07,0.44
NP_000542,VHL,von Hippel-Lindau disease tumor suppressor isoform 1,-2,0,0,0,0,1.69,0.19,1.1,-1.07,-2.19
NP_055490,CROCC,rootletin,-1,0,-1,0,0,-0.62,-2.67,2.06,-1.07,0.22
NP_055760,ABLIM3,actin-binding LIM protein 3,-1,1,-2,0,-1,1.25,-1.54,-0.98,-1.07,1.71
NP_060480,IFT57,intraflagellar transport protein 57 homolog,0,-1,-1,0,2,0.43,-0.53,0.29,-1.07,0.06
NP_055865,FTSJD2,cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,-1,-1,0,1,0,-0.56,-1.61,-0.85,-1.08,0.38
NP_005511,HNRNPH1,heterogeneous nuclear ribonucleoprotein H,-1,-1,0,0,-1,-0.88,-0.03,-0.37,-1.08,-0.62
NP_079032,MMRN2,multimerin-2 precursor,-1,1,0,0,-1,0.33,-1.33,0.54,-1.08,-1.25
NP_005263,GNAT2,guanine nucleotide-binding protein G(t) subunit alpha-2,0,0,0,-1,0,-1.06,-0.06,0.4,-1.08,1.54
NP_005717,TSFM,"elongation factor Ts, mitochondrial isoform 2 precursor",-1,-2,0,-1,0,0.37,0.98,-1.58,-1.08,1.32
NP_006582,POLD3,DNA polymerase delta subunit 3,-1,1,1,0,-1,0.58,1.51,-0.54,-1.08,-0.94
NP_001374,DPH1,diphthamide biosynthesis protein 1,-1,-1,-1,1,-4,-0.92,-0.74,-0.33,-1.08,-0.65
NP_057158,BOLA1,bolA-like protein 1 precursor,0,1,-1,0,-2,0.75,-1.27,-0.32,-1.08,-2.13
NP_036591,TIMM8B,mitochondrial import inner membrane translocase subunit Tim8 B,-1,0,-2,1,-2,0.81,-0.56,0.42,-1.08,1.16
NP_842565,SPTBN1,"spectrin beta chain, non-erythrocytic 1 isoform 2",-1,0,0,-1,-2,0.91,-0.14,0.51,-1.08,-0.17
NP_829884,ERC1,ELKS/Rab6-interacting/CAST family member 1 isoform epsilon,-1,0,0,2,0,0.78,0.61,1.3,-1.08,-0.46
NP_055061,CELSR1,cadherin EGF LAG seven-pass G-type receptor 1 precursor,-1,-1,-2,0,1,1.87,-0.39,0.4,-1.08,1.35
NP_056036,DNMBP,dynamin-binding protein,-1,0,-1,-1,0,1.84,-0.37,-0.05,-1.08,0.05
NP_075447,WHSC1L1,histone-lysine N-methyltransferase NSD3 isoform long,-2,-1,0,-1,0,0.43,-0.24,4.43,-1.08,0.67
NP_001116295,GTF3C5,general transcription factor 3C polypeptide 5 isoform 1,0,0,0,0,1,-0.29,0.37,-0.26,-1.08,0.7
NP_005197,CRK,adapter molecule crk isoform b,0,1,-1,0,-1,1.13,-1.19,0.28,-1.08,-0.51
NP_000775,CYP27A1,"sterol 26-hydroxylase, mitochondrial precursor",-1,1,0,-1,0,-2.4,-0.8,-0.24,-1.08,-2.15
NP_068750,DHX35,probable ATP-dependent RNA helicase DHX35 isoform 1,0,-1,0,0,0,0.05,0.44,0.22,-1.08,-0.2
NP_001942,E2F5,transcription factor E2F5 isoform 1,0,0,3,0,1,1.52,-0.91,-1.96,-1.08,0.82
NP_001243725,NA,P2X purinoceptor 4 isoform 1,-2,0,-4,0,2,-0.55,0.09,-1.17,-1.08,1.6
NP_001786,CDH5,cadherin-5 preproprotein,-1,0,0,0,0,-0.14,-0.95,1.23,-1.08,-0.09
NP_065811,HECW2,E3 ubiquitin-protein ligase HECW2,0,0,-12,-1,1,-6.11,0.66,-0.7,-1.08,1.45
NP_653280,C17ORF56,AP-4 complex accessory subunit tepsin,-1,1,0,0,-1,-0.01,-0.55,-1.4,-1.08,-0.84
NP_653209,HEXIM2,protein HEXIM2,-2,0,-2,1,-1,-1.66,-0.39,0.09,-1.08,-0.09
NP_004441,ERH,enhancer of rudimentary homolog,-1,0,1,2,-1,-0.57,0.07,0.53,-1.08,-1.2
NP_061060,NA,chondroitin sulfate N-acetylgalactosaminyltransferase 2,-1,1,-4,1,3,-4.37,-0.19,1.94,-1.08,2.42
NP_443724,ADC,arginine decarboxylase,-1,0,-5,1,3,-5.03,-1.66,1.49,-1.08,2.42
